row_idx	col_idx	log2ratio
STRAT-USD	Btc-usd	0.0
HC-USD	Btc-usd	0.0
BTG-USD	Btc-usd	0.0
DCR-USD	Btc-usd	0.0
PPT-USD	Btc-usd	0.0
DGB-USD	Btc-usd	0.0
KMD-USD	Btc-usd	0.0
LTC-USD	Btc-usd	0.0
DASH-USD	Btc-usd	0.0
XLM-USD	Btc-usd	0.0
ICX-USD	Btc-usd	0.0
GUSD-USD	Btc-usd	0.0
AOA-USD	Btc-usd	0.0
ADA-USD	Btc-usd	0.0
SNT-USD	Btc-usd	0.0
THETA-USD	Btc-usd	0.0
MAID-USD	Btc-usd	0.0
DASH-USD	Btc-usd	0.0
MKR-USD	Btc-usd	0.0
USDC-USD	Btc-usd	0.0
LINK-USD	Btc-usd	0.0
BCN-USD	Btc-usd	0.0
LTC-USD	Btc-usd	0.0
INB-USD	Btc-usd	0.0
QTUM-USD	Btc-usd	0.0
BCD-USD	Btc-usd	0.0
ETC-USD	Btc-usd	0.0
PAI-USD	Btc-usd	0.0
ETH-USD	Btc-usd	0.0
USDT-USD	Btc-usd	0.0
GNT-USD	Btc-usd	0.0
WAVES-USD	Btc-usd	0.0
STRAT-USD	Btc-usd	0.0
MAID-USD	Btc-usd	0.0
BTS-USD	Btc-usd	0.0
TRX-USD	Btc-usd	0.0
ETN-USD	Btc-usd	0.0
PAI-USD	Btc-usd	0.0
NEO-USD	Btc-usd	0.0
XMR-USD	Btc-usd	0.0
AOA-USD	Btc-usd	0.0
XVG-USD	Btc-usd	0.0
EOS-USD	Btc-usd	0.0
DGD-USD	Btc-usd	0.0
PAY-USD	Btc-usd	0.0
ZEC-USD	Btc-usd	0.0
NEXO-USD	Btc-usd	0.0
DOGE-USD	Btc-usd	0.0
REPO-USD	Btc-usd	0.0
PAX-USD	Btc-usd	0.0
POLY-USD	Btc-usd	0.0
ZIL-USD	Btc-usd	0.0
WTC-USD	Btc-usd	0.0
XEM-USD	Btc-usd	0.0
LRC-USD	Btc-usd	0.0
DCN-USD	Btc-usd	0.0
FCT-USD	Btc-usd	0.0
LRC-USD	Btc-usd	0.0
ADA-USD	Btc-usd	0.0
EURS-USD	Btc-usd	0.0
BTG-USD	Btc-usd	0.0
R-USD	Btc-usd	0.0
AE-USD	Btc-usd	0.0
IOST-USD	Btc-usd	0.0
ONT-USD	Btc-usd	0.0
FCT-USD	Btc-usd	0.0
LKY-USD	Btc-usd	0.0
ODE-USD	Btc-usd	0.0
SC-USD	Btc-usd	0.0
REP-USD	Btc-usd	0.0
STEEM-USD	Btc-usd	0.0
IOST-USD	Btc-usd	0.0
ZIL-USD	Btc-usd	0.0
MIOTA-USD	Btc-usd	0.0
XZC-USD	Btc-usd	0.0
POLY-USD	Btc-usd	0.0
TRX-USD	Btc-usd	0.0
MCO-USD	Btc-usd	0.0
RVN-USD	Btc-usd	0.0
DCR-USD	Btc-usd	0.0
DGB-USD	Btc-usd	0.0
USDT-USD	Btc-usd	0.0
ZRX-USD	Btc-usd	0.0
DAI-USD	Btc-usd	0.0
WAN-USD	Btc-usd	0.0
TUSD-USD	Btc-usd	0.0
ARDR-USD	Btc-usd	0.0
MIOTA-USD	Btc-usd	0.0
STEEM-USD	Btc-usd	0.0
BTC-USD	Btc-usd	0.0
BCH-USD	Btc-usd	0.0
WAX-USD	Btc-usd	0.0
BAT-USD	Btc-usd	0.0
EOS-USD	Btc-usd	0.0
BAT-USD	Btc-usd	0.0
KCS-USD	Btc-usd	0.0
MKR-USD	Btc-usd	0.0
ZRX-USD	Btc-usd	0.0
XIN-USD	Btc-usd	0.0
PAX-USD	Btc-usd	0.0
HOT-USD	Btc-usd	0.0
ODE-USD	Btc-usd	0.0
DAI-USD	Btc-usd	0.0
BCN-USD	Btc-usd	0.0
NANO-USD	Btc-usd	0.0
NEXO-USD	Btc-usd	0.0
THETA-USD	Btc-usd	0.0
INB-USD	Btc-usd	0.0
ETN-USD	Btc-usd	0.0
XTZ-USD	Btc-usd	0.0
POWR-USD	Btc-usd	0.0
XZC-USD	Btc-usd	0.0
CNX-USD	Btc-usd	0.0
CNX-USD	Btc-usd	0.0
BNB-USD	Btc-usd	0.0
VET-USD	Btc-usd	0.0
PAY-USD	Btc-usd	0.0
TUSD-USD	Btc-usd	0.0
SC-USD	Btc-usd	0.0
RDD-USD	Btc-usd	0.0
XRP-USD	Btc-usd	0.0
NPXS-USD	Btc-usd	0.0
QTUM-USD	Btc-usd	0.0
BTC-USD	Btc-usd	0.0
XLM-USD	Btc-usd	0.0
WTC-USD	Btc-usd	0.0
ONT-USD	Btc-usd	0.0
BNT-USD	Btc-usd	0.0
AION-USD	Btc-usd	0.0
OMG-USD	Btc-usd	0.0
AION-USD	Btc-usd	0.0
MANA-USD	Btc-usd	0.0
WAN-USD	Btc-usd	0.0
NANO-USD	Btc-usd	0.0
GXS-USD	Btc-usd	0.0
MANA-USD	Btc-usd	0.0
XVG-USD	Btc-usd	0.0
NEO-USD	Btc-usd	0.0
BNB-USD	Btc-usd	0.0
PPT-USD	Btc-usd	0.0
PIVX-USD	Btc-usd	0.0
BTM-USD	Btc-usd	0.0
BSV-USD	Btc-usd	0.0
BTS-USD	Btc-usd	0.0
ETH-USD	Btc-usd	0.0
R-USD	Btc-usd	0.0
XEM-USD	Btc-usd	0.0
ARK-USD	Btc-usd	0.0
HC-USD	Btc-usd	0.0
WAX-USD	Btc-usd	0.0
ICX-USD	Btc-usd	0.0
LINK-USD	Btc-usd	0.0
MONA-USD	Btc-usd	0.0
LSK-USD	Btc-usd	0.0
GNT-USD	Btc-usd	0.0
HT-USD	Btc-usd	0.0
DGD-USD	Btc-usd	0.0
WAVES-USD	Btc-usd	0.0
GUSD-USD	Btc-usd	0.0
REP-USD	Btc-usd	0.0
NPXS-USD	Btc-usd	0.0
HOT-USD	Btc-usd	0.0
BCD-USD	Btc-usd	0.0
VET-USD	Btc-usd	0.0
USDC-USD	Btc-usd	0.0
SNT-USD	Btc-usd	0.0
OMG-USD	Btc-usd	0.0
REPO-USD	Btc-usd	0.0
ARK-USD	Btc-usd	0.0
DOGE-USD	Btc-usd	0.0
AE-USD	Btc-usd	0.0
HT-USD	Btc-usd	0.0
EURS-USD	Btc-usd	0.0
PPP-USD	Btc-usd	0.0
BSV-USD	Btc-usd	0.0
BTM-USD	Btc-usd	0.0
POWR-USD	Btc-usd	0.0
MONA-USD	Btc-usd	0.0
LSK-USD	Btc-usd	0.0
KCS-USD	Btc-usd	0.0
XMR-USD	Btc-usd	0.0
RVN-USD	Btc-usd	0.0
ARDR-USD	Btc-usd	0.0
LKY-USD	Btc-usd	0.0
MCO-USD	Btc-usd	0.0
PPP-USD	Btc-usd	0.0
BNT-USD	Btc-usd	0.0
GXS-USD	Btc-usd	0.0
PIVX-USD	Btc-usd	0.0
ZEC-USD	Btc-usd	0.0
XIN-USD	Btc-usd	0.0
ETC-USD	Btc-usd	0.0
BCH-USD	Btc-usd	0.0
XRP-USD	Btc-usd	0.0
DCN-USD	Btc-usd	0.0
XTZ-USD	Btc-usd	0.0
RDD-USD	Btc-usd	0.0
KMD-USD	Btc-usd	0.0
STRAT-USD	Xrp-usd	0.0
HC-USD	Xrp-usd	0.0
BTG-USD	Xrp-usd	0.0
DCR-USD	Xrp-usd	0.0
PPT-USD	Xrp-usd	0.0
DGB-USD	Xrp-usd	0.0
KMD-USD	Xrp-usd	0.0
LTC-USD	Xrp-usd	0.0
DASH-USD	Xrp-usd	0.0
XLM-USD	Xrp-usd	0.0
ICX-USD	Xrp-usd	0.0
GUSD-USD	Xrp-usd	0.0
AOA-USD	Xrp-usd	0.0
ADA-USD	Xrp-usd	0.0
SNT-USD	Xrp-usd	0.0
THETA-USD	Xrp-usd	0.0
MAID-USD	Xrp-usd	0.0
DASH-USD	Xrp-usd	0.0
MKR-USD	Xrp-usd	0.0
USDC-USD	Xrp-usd	0.0
LINK-USD	Xrp-usd	0.0
BCN-USD	Xrp-usd	0.0
LTC-USD	Xrp-usd	0.0
INB-USD	Xrp-usd	0.0
QTUM-USD	Xrp-usd	0.0
BCD-USD	Xrp-usd	0.0
ETC-USD	Xrp-usd	0.0
PAI-USD	Xrp-usd	0.0
ETH-USD	Xrp-usd	0.0
USDT-USD	Xrp-usd	0.0
GNT-USD	Xrp-usd	0.0
WAVES-USD	Xrp-usd	0.0
STRAT-USD	Xrp-usd	0.0
MAID-USD	Xrp-usd	0.0
BTS-USD	Xrp-usd	0.0
TRX-USD	Xrp-usd	0.0
ETN-USD	Xrp-usd	0.0
PAI-USD	Xrp-usd	0.0
NEO-USD	Xrp-usd	0.0
XMR-USD	Xrp-usd	0.0
AOA-USD	Xrp-usd	0.0
XVG-USD	Xrp-usd	0.0
EOS-USD	Xrp-usd	0.0
DGD-USD	Xrp-usd	0.0
PAY-USD	Xrp-usd	0.0
ZEC-USD	Xrp-usd	0.0
NEXO-USD	Xrp-usd	0.0
DOGE-USD	Xrp-usd	0.0
REPO-USD	Xrp-usd	0.0
PAX-USD	Xrp-usd	0.0
POLY-USD	Xrp-usd	0.0
ZIL-USD	Xrp-usd	0.0
WTC-USD	Xrp-usd	0.0
XEM-USD	Xrp-usd	0.0
LRC-USD	Xrp-usd	0.0
DCN-USD	Xrp-usd	0.0
FCT-USD	Xrp-usd	0.0
LRC-USD	Xrp-usd	0.0
ADA-USD	Xrp-usd	0.0
EURS-USD	Xrp-usd	0.0
BTG-USD	Xrp-usd	0.0
R-USD	Xrp-usd	0.0
AE-USD	Xrp-usd	0.0
IOST-USD	Xrp-usd	0.0
ONT-USD	Xrp-usd	0.0
FCT-USD	Xrp-usd	0.0
LKY-USD	Xrp-usd	0.0
ODE-USD	Xrp-usd	0.0
SC-USD	Xrp-usd	0.0
REP-USD	Xrp-usd	0.0
STEEM-USD	Xrp-usd	0.0
IOST-USD	Xrp-usd	0.0
ZIL-USD	Xrp-usd	0.0
MIOTA-USD	Xrp-usd	0.0
XZC-USD	Xrp-usd	0.0
POLY-USD	Xrp-usd	0.0
TRX-USD	Xrp-usd	0.0
MCO-USD	Xrp-usd	0.0
RVN-USD	Xrp-usd	0.0
DCR-USD	Xrp-usd	0.0
DGB-USD	Xrp-usd	0.0
USDT-USD	Xrp-usd	0.0
ZRX-USD	Xrp-usd	0.0
DAI-USD	Xrp-usd	0.0
WAN-USD	Xrp-usd	0.0
TUSD-USD	Xrp-usd	0.0
ARDR-USD	Xrp-usd	0.0
MIOTA-USD	Xrp-usd	0.0
STEEM-USD	Xrp-usd	0.0
BTC-USD	Xrp-usd	0.0
BCH-USD	Xrp-usd	0.0
WAX-USD	Xrp-usd	0.0
BAT-USD	Xrp-usd	0.0
EOS-USD	Xrp-usd	0.0
BAT-USD	Xrp-usd	0.0
KCS-USD	Xrp-usd	0.0
MKR-USD	Xrp-usd	0.0
ZRX-USD	Xrp-usd	0.0
XIN-USD	Xrp-usd	0.0
PAX-USD	Xrp-usd	0.0
HOT-USD	Xrp-usd	0.0
ODE-USD	Xrp-usd	0.0
DAI-USD	Xrp-usd	0.0
BCN-USD	Xrp-usd	0.0
NANO-USD	Xrp-usd	0.0
NEXO-USD	Xrp-usd	0.0
THETA-USD	Xrp-usd	0.0
INB-USD	Xrp-usd	0.0
ETN-USD	Xrp-usd	0.0
XTZ-USD	Xrp-usd	0.0
POWR-USD	Xrp-usd	0.0
XZC-USD	Xrp-usd	0.0
CNX-USD	Xrp-usd	0.0
CNX-USD	Xrp-usd	0.0
BNB-USD	Xrp-usd	0.0
VET-USD	Xrp-usd	0.0
PAY-USD	Xrp-usd	0.0
TUSD-USD	Xrp-usd	0.0
SC-USD	Xrp-usd	0.0
RDD-USD	Xrp-usd	0.0
XRP-USD	Xrp-usd	1.0
NPXS-USD	Xrp-usd	0.0
QTUM-USD	Xrp-usd	0.0
BTC-USD	Xrp-usd	0.0
XLM-USD	Xrp-usd	0.0
WTC-USD	Xrp-usd	0.0
ONT-USD	Xrp-usd	0.0
BNT-USD	Xrp-usd	0.0
AION-USD	Xrp-usd	0.0
OMG-USD	Xrp-usd	0.0
AION-USD	Xrp-usd	0.0
MANA-USD	Xrp-usd	0.0
WAN-USD	Xrp-usd	0.0
NANO-USD	Xrp-usd	0.0
GXS-USD	Xrp-usd	0.0
MANA-USD	Xrp-usd	0.0
XVG-USD	Xrp-usd	0.0
NEO-USD	Xrp-usd	0.0
BNB-USD	Xrp-usd	0.0
PPT-USD	Xrp-usd	0.0
PIVX-USD	Xrp-usd	0.0
BTM-USD	Xrp-usd	0.0
BSV-USD	Xrp-usd	0.0
BTS-USD	Xrp-usd	0.0
ETH-USD	Xrp-usd	0.0
R-USD	Xrp-usd	0.0
XEM-USD	Xrp-usd	0.0
ARK-USD	Xrp-usd	0.0
HC-USD	Xrp-usd	0.0
WAX-USD	Xrp-usd	0.0
ICX-USD	Xrp-usd	0.0
LINK-USD	Xrp-usd	0.0
MONA-USD	Xrp-usd	0.0
LSK-USD	Xrp-usd	0.0
GNT-USD	Xrp-usd	0.0
HT-USD	Xrp-usd	0.0
DGD-USD	Xrp-usd	0.0
WAVES-USD	Xrp-usd	0.0
GUSD-USD	Xrp-usd	0.0
REP-USD	Xrp-usd	0.0
NPXS-USD	Xrp-usd	0.0
HOT-USD	Xrp-usd	0.0
BCD-USD	Xrp-usd	0.0
VET-USD	Xrp-usd	0.0
USDC-USD	Xrp-usd	0.0
SNT-USD	Xrp-usd	0.0
OMG-USD	Xrp-usd	0.0
REPO-USD	Xrp-usd	0.0
ARK-USD	Xrp-usd	0.0
DOGE-USD	Xrp-usd	0.0
AE-USD	Xrp-usd	0.0
HT-USD	Xrp-usd	0.0
EURS-USD	Xrp-usd	0.0
PPP-USD	Xrp-usd	0.0
BSV-USD	Xrp-usd	0.0
BTM-USD	Xrp-usd	0.0
POWR-USD	Xrp-usd	0.0
MONA-USD	Xrp-usd	0.0
LSK-USD	Xrp-usd	0.0
KCS-USD	Xrp-usd	0.0
XMR-USD	Xrp-usd	0.0
RVN-USD	Xrp-usd	0.0
ARDR-USD	Xrp-usd	0.0
LKY-USD	Xrp-usd	0.0
MCO-USD	Xrp-usd	0.0
PPP-USD	Xrp-usd	0.0
BNT-USD	Xrp-usd	0.0
GXS-USD	Xrp-usd	0.0
PIVX-USD	Xrp-usd	0.0
ZEC-USD	Xrp-usd	0.0
XIN-USD	Xrp-usd	0.0
ETC-USD	Xrp-usd	0.0
BCH-USD	Xrp-usd	0.0
XRP-USD	Xrp-usd	0.0
DCN-USD	Xrp-usd	0.0
XTZ-USD	Xrp-usd	0.0
RDD-USD	Xrp-usd	0.0
KMD-USD	Xrp-usd	0.0
STRAT-USD	Eth-usd	0.0
HC-USD	Eth-usd	0.0
BTG-USD	Eth-usd	0.0
DCR-USD	Eth-usd	0.0
PPT-USD	Eth-usd	0.0
DGB-USD	Eth-usd	0.0
KMD-USD	Eth-usd	0.0
LTC-USD	Eth-usd	0.0
DASH-USD	Eth-usd	0.0
XLM-USD	Eth-usd	0.0
ICX-USD	Eth-usd	0.0
GUSD-USD	Eth-usd	0.0
AOA-USD	Eth-usd	0.0
ADA-USD	Eth-usd	0.0
SNT-USD	Eth-usd	0.0
THETA-USD	Eth-usd	0.0
MAID-USD	Eth-usd	0.0
DASH-USD	Eth-usd	0.0
MKR-USD	Eth-usd	0.0
USDC-USD	Eth-usd	0.0
LINK-USD	Eth-usd	0.0
BCN-USD	Eth-usd	0.0
LTC-USD	Eth-usd	0.0
INB-USD	Eth-usd	0.0
QTUM-USD	Eth-usd	1.0
BCD-USD	Eth-usd	0.0
ETC-USD	Eth-usd	0.0
PAI-USD	Eth-usd	0.0
ETH-USD	Eth-usd	0.0
USDT-USD	Eth-usd	0.0
GNT-USD	Eth-usd	0.0
WAVES-USD	Eth-usd	0.0
STRAT-USD	Eth-usd	0.0
MAID-USD	Eth-usd	0.0
BTS-USD	Eth-usd	0.0
TRX-USD	Eth-usd	0.0
ETN-USD	Eth-usd	0.0
PAI-USD	Eth-usd	0.0
NEO-USD	Eth-usd	0.0
XMR-USD	Eth-usd	0.0
AOA-USD	Eth-usd	0.0
XVG-USD	Eth-usd	0.0
EOS-USD	Eth-usd	0.0
DGD-USD	Eth-usd	0.0
PAY-USD	Eth-usd	0.0
ZEC-USD	Eth-usd	0.0
NEXO-USD	Eth-usd	0.0
DOGE-USD	Eth-usd	0.0
REPO-USD	Eth-usd	0.0
PAX-USD	Eth-usd	0.0
POLY-USD	Eth-usd	0.0
ZIL-USD	Eth-usd	0.0
WTC-USD	Eth-usd	0.0
XEM-USD	Eth-usd	0.0
LRC-USD	Eth-usd	0.0
DCN-USD	Eth-usd	0.0
FCT-USD	Eth-usd	0.0
LRC-USD	Eth-usd	0.0
ADA-USD	Eth-usd	0.0
EURS-USD	Eth-usd	0.0
BTG-USD	Eth-usd	0.0
R-USD	Eth-usd	0.0
AE-USD	Eth-usd	0.0
IOST-USD	Eth-usd	0.0
ONT-USD	Eth-usd	0.0
FCT-USD	Eth-usd	0.0
LKY-USD	Eth-usd	0.0
ODE-USD	Eth-usd	0.0
SC-USD	Eth-usd	0.0
REP-USD	Eth-usd	0.0
STEEM-USD	Eth-usd	0.0
IOST-USD	Eth-usd	0.0
ZIL-USD	Eth-usd	0.0
MIOTA-USD	Eth-usd	0.0
XZC-USD	Eth-usd	0.0
POLY-USD	Eth-usd	0.0
TRX-USD	Eth-usd	0.0
MCO-USD	Eth-usd	0.0
RVN-USD	Eth-usd	0.0
DCR-USD	Eth-usd	0.0
DGB-USD	Eth-usd	0.0
USDT-USD	Eth-usd	0.0
ZRX-USD	Eth-usd	0.0
DAI-USD	Eth-usd	0.0
WAN-USD	Eth-usd	0.0
TUSD-USD	Eth-usd	0.0
ARDR-USD	Eth-usd	0.0
MIOTA-USD	Eth-usd	0.0
STEEM-USD	Eth-usd	0.0
BTC-USD	Eth-usd	0.0
BCH-USD	Eth-usd	0.0
WAX-USD	Eth-usd	0.0
BAT-USD	Eth-usd	0.0
EOS-USD	Eth-usd	0.0
BAT-USD	Eth-usd	0.0
KCS-USD	Eth-usd	0.0
MKR-USD	Eth-usd	0.0
ZRX-USD	Eth-usd	0.0
XIN-USD	Eth-usd	0.0
PAX-USD	Eth-usd	0.0
HOT-USD	Eth-usd	0.0
ODE-USD	Eth-usd	0.0
DAI-USD	Eth-usd	0.0
BCN-USD	Eth-usd	0.0
NANO-USD	Eth-usd	0.0
NEXO-USD	Eth-usd	0.0
THETA-USD	Eth-usd	0.0
INB-USD	Eth-usd	0.0
ETN-USD	Eth-usd	0.0
XTZ-USD	Eth-usd	0.0
POWR-USD	Eth-usd	0.0
XZC-USD	Eth-usd	0.0
CNX-USD	Eth-usd	0.0
CNX-USD	Eth-usd	0.0
BNB-USD	Eth-usd	0.0
VET-USD	Eth-usd	0.0
PAY-USD	Eth-usd	0.0
TUSD-USD	Eth-usd	0.0
SC-USD	Eth-usd	0.0
RDD-USD	Eth-usd	0.0
XRP-USD	Eth-usd	0.0
NPXS-USD	Eth-usd	0.0
QTUM-USD	Eth-usd	0.0
BTC-USD	Eth-usd	0.0
XLM-USD	Eth-usd	0.0
WTC-USD	Eth-usd	0.0
ONT-USD	Eth-usd	0.0
BNT-USD	Eth-usd	0.0
AION-USD	Eth-usd	0.0
OMG-USD	Eth-usd	0.0
AION-USD	Eth-usd	0.0
MANA-USD	Eth-usd	0.0
WAN-USD	Eth-usd	0.0
NANO-USD	Eth-usd	0.0
GXS-USD	Eth-usd	0.0
MANA-USD	Eth-usd	0.0
XVG-USD	Eth-usd	0.0
NEO-USD	Eth-usd	0.0
BNB-USD	Eth-usd	0.0
PPT-USD	Eth-usd	0.0
PIVX-USD	Eth-usd	0.0
BTM-USD	Eth-usd	0.0
BSV-USD	Eth-usd	0.0
BTS-USD	Eth-usd	0.0
ETH-USD	Eth-usd	0.0
R-USD	Eth-usd	0.0
XEM-USD	Eth-usd	0.0
ARK-USD	Eth-usd	0.0
HC-USD	Eth-usd	0.0
WAX-USD	Eth-usd	0.0
ICX-USD	Eth-usd	0.0
LINK-USD	Eth-usd	0.0
MONA-USD	Eth-usd	0.0
LSK-USD	Eth-usd	0.0
GNT-USD	Eth-usd	0.0
HT-USD	Eth-usd	0.0
DGD-USD	Eth-usd	0.0
WAVES-USD	Eth-usd	0.0
GUSD-USD	Eth-usd	0.0
REP-USD	Eth-usd	0.0
NPXS-USD	Eth-usd	0.0
HOT-USD	Eth-usd	0.0
BCD-USD	Eth-usd	0.0
VET-USD	Eth-usd	0.0
USDC-USD	Eth-usd	0.0
SNT-USD	Eth-usd	0.0
OMG-USD	Eth-usd	0.0
REPO-USD	Eth-usd	0.0
ARK-USD	Eth-usd	0.0
DOGE-USD	Eth-usd	0.0
AE-USD	Eth-usd	0.0
HT-USD	Eth-usd	0.0
EURS-USD	Eth-usd	0.0
PPP-USD	Eth-usd	0.0
BSV-USD	Eth-usd	0.0
BTM-USD	Eth-usd	0.0
POWR-USD	Eth-usd	0.0
MONA-USD	Eth-usd	0.0
LSK-USD	Eth-usd	0.0
KCS-USD	Eth-usd	0.0
XMR-USD	Eth-usd	0.0
RVN-USD	Eth-usd	0.0
ARDR-USD	Eth-usd	0.0
LKY-USD	Eth-usd	0.0
MCO-USD	Eth-usd	0.0
PPP-USD	Eth-usd	0.0
BNT-USD	Eth-usd	0.0
GXS-USD	Eth-usd	0.0
PIVX-USD	Eth-usd	0.0
ZEC-USD	Eth-usd	0.0
XIN-USD	Eth-usd	0.0
ETC-USD	Eth-usd	0.0
BCH-USD	Eth-usd	0.0
XRP-USD	Eth-usd	0.0
DCN-USD	Eth-usd	0.0
XTZ-USD	Eth-usd	0.0
RDD-USD	Eth-usd	0.0
KMD-USD	Eth-usd	0.0
STRAT-USD	Bch-usd	0.0
HC-USD	Bch-usd	0.0
BTG-USD	Bch-usd	0.0
DCR-USD	Bch-usd	0.0
PPT-USD	Bch-usd	0.0
DGB-USD	Bch-usd	0.0
KMD-USD	Bch-usd	0.0
LTC-USD	Bch-usd	0.0
DASH-USD	Bch-usd	0.0
XLM-USD	Bch-usd	0.0
ICX-USD	Bch-usd	0.0
GUSD-USD	Bch-usd	0.0
AOA-USD	Bch-usd	0.0
ADA-USD	Bch-usd	0.0
SNT-USD	Bch-usd	0.0
THETA-USD	Bch-usd	0.0
MAID-USD	Bch-usd	0.0
DASH-USD	Bch-usd	0.0
MKR-USD	Bch-usd	0.0
USDC-USD	Bch-usd	0.0
LINK-USD	Bch-usd	0.0
BCN-USD	Bch-usd	0.0
LTC-USD	Bch-usd	0.0
INB-USD	Bch-usd	0.0
QTUM-USD	Bch-usd	0.0
BCD-USD	Bch-usd	0.0
ETC-USD	Bch-usd	0.0
PAI-USD	Bch-usd	0.0
ETH-USD	Bch-usd	0.0
USDT-USD	Bch-usd	0.0
GNT-USD	Bch-usd	0.0
WAVES-USD	Bch-usd	0.0
STRAT-USD	Bch-usd	0.0
MAID-USD	Bch-usd	0.0
BTS-USD	Bch-usd	0.0
TRX-USD	Bch-usd	0.0
ETN-USD	Bch-usd	0.0
PAI-USD	Bch-usd	0.0
NEO-USD	Bch-usd	0.0
XMR-USD	Bch-usd	0.0
AOA-USD	Bch-usd	0.0
XVG-USD	Bch-usd	0.0
EOS-USD	Bch-usd	0.0
DGD-USD	Bch-usd	0.0
PAY-USD	Bch-usd	0.0
ZEC-USD	Bch-usd	0.0
NEXO-USD	Bch-usd	0.0
DOGE-USD	Bch-usd	0.0
REPO-USD	Bch-usd	0.0
PAX-USD	Bch-usd	0.0
POLY-USD	Bch-usd	0.0
ZIL-USD	Bch-usd	0.0
WTC-USD	Bch-usd	0.0
XEM-USD	Bch-usd	0.0
LRC-USD	Bch-usd	0.0
DCN-USD	Bch-usd	0.0
FCT-USD	Bch-usd	0.0
LRC-USD	Bch-usd	0.0
ADA-USD	Bch-usd	0.0
EURS-USD	Bch-usd	0.0
BTG-USD	Bch-usd	0.0
R-USD	Bch-usd	0.0
AE-USD	Bch-usd	0.0
IOST-USD	Bch-usd	0.0
ONT-USD	Bch-usd	0.0
FCT-USD	Bch-usd	0.0
LKY-USD	Bch-usd	0.0
ODE-USD	Bch-usd	0.0
SC-USD	Bch-usd	0.0
REP-USD	Bch-usd	0.0
STEEM-USD	Bch-usd	0.0
IOST-USD	Bch-usd	0.0
ZIL-USD	Bch-usd	0.0
MIOTA-USD	Bch-usd	0.0
XZC-USD	Bch-usd	0.0
POLY-USD	Bch-usd	0.0
TRX-USD	Bch-usd	0.0
MCO-USD	Bch-usd	0.0
RVN-USD	Bch-usd	0.0
DCR-USD	Bch-usd	0.0
DGB-USD	Bch-usd	0.0
USDT-USD	Bch-usd	0.0
ZRX-USD	Bch-usd	0.0
DAI-USD	Bch-usd	0.0
WAN-USD	Bch-usd	0.0
TUSD-USD	Bch-usd	0.0
ARDR-USD	Bch-usd	0.0
MIOTA-USD	Bch-usd	0.0
STEEM-USD	Bch-usd	0.0
BTC-USD	Bch-usd	0.0
BCH-USD	Bch-usd	0.0
WAX-USD	Bch-usd	0.0
BAT-USD	Bch-usd	0.0
EOS-USD	Bch-usd	0.0
BAT-USD	Bch-usd	0.0
KCS-USD	Bch-usd	0.0
MKR-USD	Bch-usd	0.0
ZRX-USD	Bch-usd	0.0
XIN-USD	Bch-usd	0.0
PAX-USD	Bch-usd	0.0
HOT-USD	Bch-usd	0.0
ODE-USD	Bch-usd	0.0
DAI-USD	Bch-usd	0.0
BCN-USD	Bch-usd	0.0
NANO-USD	Bch-usd	0.0
NEXO-USD	Bch-usd	0.0
THETA-USD	Bch-usd	0.0
INB-USD	Bch-usd	0.0
ETN-USD	Bch-usd	0.0
XTZ-USD	Bch-usd	0.0
POWR-USD	Bch-usd	0.0
XZC-USD	Bch-usd	0.0
CNX-USD	Bch-usd	0.0
CNX-USD	Bch-usd	0.0
BNB-USD	Bch-usd	0.0
VET-USD	Bch-usd	0.0
PAY-USD	Bch-usd	0.0
TUSD-USD	Bch-usd	0.0
SC-USD	Bch-usd	0.0
RDD-USD	Bch-usd	0.0
XRP-USD	Bch-usd	0.0
NPXS-USD	Bch-usd	0.0
QTUM-USD	Bch-usd	0.0
BTC-USD	Bch-usd	0.0
XLM-USD	Bch-usd	0.0
WTC-USD	Bch-usd	0.0
ONT-USD	Bch-usd	0.0
BNT-USD	Bch-usd	0.0
AION-USD	Bch-usd	0.0
OMG-USD	Bch-usd	0.0
AION-USD	Bch-usd	0.0
MANA-USD	Bch-usd	0.0
WAN-USD	Bch-usd	0.0
NANO-USD	Bch-usd	0.0
GXS-USD	Bch-usd	0.0
MANA-USD	Bch-usd	0.0
XVG-USD	Bch-usd	0.0
NEO-USD	Bch-usd	0.0
BNB-USD	Bch-usd	0.0
PPT-USD	Bch-usd	0.0
PIVX-USD	Bch-usd	0.0
BTM-USD	Bch-usd	0.0
BSV-USD	Bch-usd	0.0
BTS-USD	Bch-usd	0.0
ETH-USD	Bch-usd	0.0
R-USD	Bch-usd	0.0
XEM-USD	Bch-usd	0.0
ARK-USD	Bch-usd	0.0
HC-USD	Bch-usd	0.0
WAX-USD	Bch-usd	0.0
ICX-USD	Bch-usd	0.0
LINK-USD	Bch-usd	0.0
MONA-USD	Bch-usd	0.0
LSK-USD	Bch-usd	0.0
GNT-USD	Bch-usd	0.0
HT-USD	Bch-usd	0.0
DGD-USD	Bch-usd	0.0
WAVES-USD	Bch-usd	0.0
GUSD-USD	Bch-usd	0.0
REP-USD	Bch-usd	0.0
NPXS-USD	Bch-usd	0.0
HOT-USD	Bch-usd	0.0
BCD-USD	Bch-usd	0.0
VET-USD	Bch-usd	0.0
USDC-USD	Bch-usd	0.0
SNT-USD	Bch-usd	0.0
OMG-USD	Bch-usd	0.0
REPO-USD	Bch-usd	0.0
